pair,scenario,condition,correct,final_choice,n_turns
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,jacket,mutual_incoh,1,hook,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,jacket,mutual_incoh,1,hook,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,jacket,mutual_incoh,0,,1
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,jacket,mutual_incoh,1,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,jacket,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,jar,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,jar,mutual_incoh,1,counter,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,jar,mutual_incoh,1,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,jar,mutual_incoh,1,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,jar,mutual_incoh,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,key,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,key,mutual_incoh,1,red box,4
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,key,mutual_incoh,1,red box,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,key,mutual_incoh,1,red box,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,key,mutual_incoh,1,red box,2
Qwen3-8B × Qwen3-8B,key,mutual_incoh,1,red box,2
Qwen_Qwen3-14B × Qwen_Qwen3-14B,key,mutual_incoh,1,red box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,key,mutual_incoh,1,red box,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,knob,mutual_incoh,1,box,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,knob,mutual_incoh,0,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,knob,mutual_incoh,1,box,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,knob,mutual_incoh,1,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,knob,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lantern,mutual_incoh,1,truck,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lantern,mutual_incoh,1,truck,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lantern,mutual_incoh,1,truck,8
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lantern,mutual_incoh,1,truck,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lantern,mutual_incoh,1,truck,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lanyard,mutual_incoh,1,locker,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lanyard,mutual_incoh,1,locker,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lanyard,mutual_incoh,1,locker,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lanyard,mutual_incoh,1,locker,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lanyard,mutual_incoh,0,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,leash,mutual_incoh,1,hook,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,leash,mutual_incoh,0,table,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,leash,mutual_incoh,0,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,leash,mutual_incoh,1,hook,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,leash,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lens,mutual_incoh,1,bag,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lens,mutual_incoh,1,bag,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lens,mutual_incoh,0,case,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lens,mutual_incoh,1,bag,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lens,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,letter,mutual_incoh,1,mat,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,letter,mutual_incoh,1,mat,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,letter,mutual_incoh,1,mat,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,letter,mutual_incoh,0,mailbox,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,letter,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lighter,mutual_incoh,1,pocket,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lighter,mutual_incoh,1,pocket,12
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lighter,mutual_incoh,1,pocket,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lighter,mutual_incoh,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lighter,mutual_incoh,1,pocket,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,lock,mutual_incoh,0,,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,lock,mutual_incoh,1,gate,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,lock,mutual_incoh,1,gate,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,lock,mutual_incoh,0,shed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,lock,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,map,mutual_incoh,1,wall,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,map,mutual_incoh,1,wall,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,map,mutual_incoh,1,wall,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,map,mutual_incoh,1,wall,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,map,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,marker,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,marker,mutual_incoh,1,tray,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,marker,mutual_incoh,1,tray,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,marker,mutual_incoh,1,tray,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,marker,mutual_incoh,0,,4
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mask,mutual_incoh,1,drawer,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mask,mutual_incoh,1,drawer,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mask,mutual_incoh,0,,13
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mask,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mask,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mat,mutual_incoh,1,shelf,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mat,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mat,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mat,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mat,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,medal,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,medal,mutual_incoh,1,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,medal,mutual_incoh,0,shelf,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,medal,mutual_incoh,1,box,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,medal,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mirror,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mirror,mutual_incoh,1,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mirror,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mirror,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mirror,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,mug,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,mug,mutual_incoh,0,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,mug,mutual_incoh,1,rack,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,mug,mutual_incoh,0,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,mug,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,needle,mutual_incoh,1,drawer,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,needle,mutual_incoh,1,drawer,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,needle,mutual_incoh,1,drawer,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,needle,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,needle,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,net,mutual_incoh,1,shed,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,net,mutual_incoh,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,net,mutual_incoh,1,shed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,net,mutual_incoh,0,yard,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,net,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,notebook,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,notebook,mutual_incoh,1,desk,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,notebook,mutual_incoh,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,notebook,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,notebook,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pail,mutual_incoh,1,shed,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pail,mutual_incoh,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pail,mutual_incoh,0,,10
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pail,mutual_incoh,0,porch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pail,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,paint,mutual_incoh,1,shelf,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,paint,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,paint,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,paint,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,paint,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pan,mutual_incoh,1,shelf,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pan,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pan,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pan,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pan,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,patch,mutual_incoh,1,drawer,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,patch,mutual_incoh,0,table,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,patch,mutual_incoh,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,patch,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,patch,mutual_incoh,0,table,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pen,mutual_incoh,1,tray,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pen,mutual_incoh,1,tray,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pen,mutual_incoh,0,cup,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pen,mutual_incoh,0,cup,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pen,mutual_incoh,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,phone,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,phone,mutual_incoh,1,table,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,phone,mutual_incoh,1,table,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,phone,mutual_incoh,1,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,phone,mutual_incoh,1,table,2
Qwen3-8B × Qwen3-8B,phone,mutual_incoh,1,table,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,phone,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,photo,mutual_incoh,1,drawer,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,photo,mutual_incoh,1,drawer,8
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,photo,mutual_incoh,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,photo,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,photo,mutual_incoh,1,drawer,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pillow,mutual_incoh,0,couch,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pillow,mutual_incoh,1,bed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pillow,mutual_incoh,1,bed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pillow,mutual_incoh,1,bed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pillow,mutual_incoh,0,,2
DeepSeek-R1-Distill-Llama-8B × DeepSeek-R1-Distill-Llama-8B,pkg,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,pkg,mutual_incoh,1,back porch,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,pkg,mutual_incoh,1,back porch,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,pkg,mutual_incoh,1,back porch,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,pkg,mutual_incoh,1,back porch,2
Qwen3-8B × Qwen3-8B,pkg,mutual_incoh,1,back porch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,pkg,mutual_incoh,1,back porch,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,plate,mutual_incoh,1,sink,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,plate,mutual_incoh,1,sink,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,plate,mutual_incoh,0,table,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,plate,mutual_incoh,1,sink,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,plate,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,plug,mutual_incoh,1,floor,8
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,plug,mutual_incoh,1,floor,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,plug,mutual_incoh,1,floor,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,plug,mutual_incoh,1,floor,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,plug,mutual_incoh,1,floor,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,rake,mutual_incoh,0,,7
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,rake,mutual_incoh,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,rake,mutual_incoh,1,shed,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,rake,mutual_incoh,1,shed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,rake,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,receipt,mutual_incoh,1,pocket,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,receipt,mutual_incoh,1,pocket,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,receipt,mutual_incoh,1,pocket,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,receipt,mutual_incoh,1,pocket,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,receipt,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,remote,mutual_incoh,1,table,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,remote,mutual_incoh,1,table,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,remote,mutual_incoh,0,cushion,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,remote,mutual_incoh,0,,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,remote,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ring,mutual_incoh,1,box,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ring,mutual_incoh,1,box,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,ring,mutual_incoh,1,box,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,ring,mutual_incoh,0,pouch,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,ring,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,rope,mutual_incoh,1,shed,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,rope,mutual_incoh,1,shed,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,rope,mutual_incoh,1,shed,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,rope,mutual_incoh,1,shed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,rope,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scale,mutual_incoh,1,shelf,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scale,mutual_incoh,1,shelf,16
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scale,mutual_incoh,0,counter,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scale,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scale,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scarf,mutual_incoh,1,closet,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scarf,mutual_incoh,1,closet,6
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scarf,mutual_incoh,0,bench,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scarf,mutual_incoh,1,closet,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scarf,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,scissors,mutual_incoh,1,desk,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,scissors,mutual_incoh,1,desk,12
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,scissors,mutual_incoh,1,desk,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,scissors,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,scissors,mutual_incoh,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,seed,mutual_incoh,1,bag,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,seed,mutual_incoh,1,bag,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,seed,mutual_incoh,1,bag,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,seed,mutual_incoh,0,pot,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,seed,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,shovel,mutual_incoh,1,yard,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,shovel,mutual_incoh,1,yard,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,shovel,mutual_incoh,1,yard,6
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,shovel,mutual_incoh,0,shed,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,shovel,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,soap,mutual_incoh,1,ledge,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,soap,mutual_incoh,0,shelf,4
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,soap,mutual_incoh,0,,16
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,soap,mutual_incoh,1,ledge,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,soap,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,sponge,mutual_incoh,0,,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,sponge,mutual_incoh,1,counter,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,sponge,mutual_incoh,1,counter,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,sponge,mutual_incoh,1,counter,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,sponge,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,spoon,mutual_incoh,1,bowl,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,spoon,mutual_incoh,1,bowl,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,spoon,mutual_incoh,1,bowl,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,spoon,mutual_incoh,1,bowl,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,spoon,mutual_incoh,1,bowl,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stamp,mutual_incoh,1,drawer,10
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stamp,mutual_incoh,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stamp,mutual_incoh,1,drawer,4
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stamp,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stamp,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stapler,mutual_incoh,1,desk,16
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stapler,mutual_incoh,1,desk,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stapler,mutual_incoh,0,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stapler,mutual_incoh,1,desk,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stapler,mutual_incoh,1,desk,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,stone,mutual_incoh,1,pot,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,stone,mutual_incoh,1,pot,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,stone,mutual_incoh,1,pot,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,stone,mutual_incoh,1,pot,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,stone,mutual_incoh,0,,2
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,strap,mutual_incoh,1,drawer,14
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,strap,mutual_incoh,1,drawer,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,strap,mutual_incoh,1,drawer,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,strap,mutual_incoh,1,drawer,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,strap,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,tape,mutual_incoh,1,shelf,6
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,tape,mutual_incoh,1,shelf,2
Mistral-7B-Instruct-v0.3 × Mistral-7B-Instruct-v0.3,tape,mutual_incoh,1,shelf,2
Qwen2.5-7B-Instruct × Qwen2.5-7B-Instruct,tape,mutual_incoh,1,shelf,2
allenai_OLMo-3-7B-Instruct × allenai_OLMo-3-7B-Instruct,tape,mutual_incoh,0,,16
Meta-Llama-3-8B-Instruct × Meta-Llama-3-8B-Instruct,ticket,mutual_incoh,1,pocket,12
Mistral-7B-Instruct-v0.2 × Mistral-7B-Instruct-v0.2,ticket,mutual_incoh,1,pocket,2
